Object Name,X,Y,Z,Dist_X,Dist_Y,Dist_Z
Sphere,-21.829755783081055,16.00079345703125,0.06576830893754959,21.829755783081055,16.00079345703125,0.06576830893754959
Sphere.003,-20.78114128112793,16.183101654052734,0.06576830893754959,20.78114128112793,16.183101654052734,0.06576830893754959
Sphere.006,-19.739643096923828,16.01974868774414,0.06576830893754959,19.739643096923828,16.01974868774414,0.06576830893754959
Sphere.009,-18.91838836669922,15.348250389099121,0.06576830893754959,18.91838836669922,15.348250389099121,0.06576830893754959
Sphere.012,-18.16864585876465,14.590840339660645,0.06576830893754959,18.16864585876465,14.590840339660645,0.06576830893754959
Sphere.015,-17.452489852905273,13.801609992980957,0.06576830893754959,17.452489852905273,13.801609992980957,0.06576830893754959
Sphere.018,-16.77851104736328,12.976158142089844,0.06576830893754959,16.77851104736328,12.976158142089844,0.06576830893754959
Sphere.021,-16.163244247436523,12.106194496154785,0.06576830893754959,16.163244247436523,12.106194496154785,0.06576830893754959
Sphere.024,-15.613615036010742,11.193158149719238,0.06576830893754959,15.613615036010742,11.193158149719238,0.06576830893754959
Sphere.027,-15.058334350585938,10.283729553222656,0.06576830893754959,15.058334350585938,10.283729553222656,0.06576830893754959
Sphere.030,-14.374130249023438,9.469810485839844,0.06576830893754959,14.374130249023438,9.469810485839844,0.06576830893754959
Sphere.033,-13.466150283813477,8.923914909362793,0.06576830893754959,13.466150283813477,8.923914909362793,0.06576830893754959
Sphere.036,-12.417306900024414,8.770707130432129,0.06576830893754959,12.417306900024414,8.770707130432129,0.06576830893754959
Sphere.039,-11.363977432250977,8.917643547058105,0.06576830893754959,11.363977432250977,8.917643547058105,0.06576830893754959
Sphere.042,-10.346458435058594,9.232345581054688,0.06576830893754959,10.346458435058594,9.232345581054688,0.06576830893754959
Sphere.045,-9.36606216430664,9.649638175964355,0.06576830893754959,9.36606216430664,9.649638175964355,0.06576830893754959
Sphere.048,-8.409475326538086,10.119501113891602,0.06576830893754959,8.409475326538086,10.119501113891602,0.06576830893754959
Sphere.051,-7.464845657348633,10.613080024719238,0.06576830893754959,7.464845657348633,10.613080024719238,0.06576830893754959
Sphere.054,-6.526132583618164,11.117841720581055,0.06576830893754959,6.526132583618164,11.117841720581055,0.06576830893754959
Sphere.057,-5.58966064453125,11.626757621765137,0.06576830893754959,5.58966064453125,11.626757621765137,0.06576830893754959
Sphere.060,-4.652250289916992,12.133940696716309,0.06576830893754959,4.652250289916992,12.133940696716309,0.06576830893754959
Sphere.063,-3.710172653198242,12.632384300231934,0.06576830893754959,3.710172653198242,12.632384300231934,0.06576830893754959
Sphere.066,-2.758420944213867,13.112065315246582,0.06576830893754959,2.758420944213867,13.112065315246582,0.06576830893754959
Sphere.069,-1.7969169616699219,13.571889877319336,0.06576830893754959,1.7969169616699219,13.571889877319336,0.06576830893754959
Sphere.072,-0.819616436958313,13.996825218200684,0.06576830893754959,0.819616436958313,13.996825218200684,0.06576830893754959
Sphere.075,0.199426531791687,14.305404663085938,0.06576830893754959,0.199426531791687,14.305404663085938,0.06576830893754959
Sphere.078,1.2577646970748901,14.415619850158691,0.06576830893754959,1.2577646970748901,14.415619850158691,0.06576830893754959
Sphere.081,2.3234939575195312,14.420659065246582,0.06576830893754959,2.3234939575195312,14.420659065246582,0.06576830893754959
Sphere.084,3.389190673828125,14.40447998046875,0.06576830893754959,3.389190673828125,14.40447998046875,0.06576830893754959
Sphere.087,4.454738616943359,14.380476951599121,0.06576830893754959,4.454738616943359,14.380476951599121,0.06576830893754959
Sphere.090,5.520021438598633,14.346776008605957,0.06576830893754959,5.520021438598633,14.346776008605957,0.06576830893754959
Sphere.093,6.584680557250977,14.297358512878418,0.06576830893754959,6.584680557250977,14.297358512878418,0.06576830893754959
Sphere.096,7.645971298217773,14.2014799118042,0.06576830893754959,7.645971298217773,14.2014799118042,0.06576830893754959
Sphere.099,8.660606384277344,13.890152931213379,0.06576830893754959,8.660606384277344,13.890152931213379,0.06576830893754959
Sphere.102,9.517791748046875,13.265657424926758,0.06576830893754959,9.517791748046875,13.265657424926758,0.06576830893754959
Sphere.105,10.148353576660156,12.410897254943848,0.06576830893754959,10.148353576660156,12.410897254943848,0.06576830893754959
Sphere.108,10.565662384033203,11.4320650100708,0.06576830893754959,10.565662384033203,11.4320650100708,0.06576830893754959
Sphere.111,10.830902099609375,10.400452613830566,0.06576830893754959,10.830902099609375,10.400452613830566,0.06576830893754959
Sphere.114,10.939472198486328,9.341487884521484,0.06576830893754959,10.939472198486328,9.341487884521484,0.06576830893754959
Sphere.117,10.879230499267578,8.278359413146973,0.06576830893754959,10.879230499267578,8.278359413146973,0.06576830893754959
Sphere.120,10.578845977783203,7.259709358215332,0.06576830893754959,10.578845977783203,7.259709358215332,0.06576830893754959
Sphere.123,9.99234390258789,6.374529838562012,0.06576830893754959,9.99234390258789,6.374529838562012,0.06576830893754959
Sphere.126,9.243953704833984,5.616445541381836,0.06576830893754959,9.243953704833984,5.616445541381836,0.06576830893754959
Sphere.129,8.441244125366211,4.9154052734375,0.06576830893754959,8.441244125366211,4.9154052734375,0.06576830893754959
Sphere.132,7.626317977905273,4.228478908538818,0.06576830893754959,7.626317977905273,4.228478908538818,0.06576830893754959
Sphere.135,6.850860595703125,3.497987985610962,0.06576830893754959,6.850860595703125,3.497987985610962,0.06576830893754959
Sphere.138,6.227819442749023,2.637521266937256,0.06576830893754959,6.227819442749023,2.637521266937256,0.06576830893754959
Sphere.141,5.771106719970703,1.6748979091644287,0.06576830893754959,5.771106719970703,1.6748979091644287,0.06576830893754959
Sphere.144,4.927642822265625,1.2702178955078125,0.06576830893754959,4.927642822265625,1.2702178955078125,0.06576830893754959
Sphere.147,4.728055953979492,2.2265896797180176,0.06576830893754959,4.728055953979492,2.2265896797180176,0.06576830893754959
Sphere.150,5.161277770996094,3.197023630142212,0.06576830893754959,5.161277770996094,3.197023630142212,0.06576830893754959
Sphere.153,5.610126495361328,4.163040637969971,0.06576830893754959,5.610126495361328,4.163040637969971,0.06576830893754959
Sphere.156,5.89417839050293,5.189469337463379,0.06576830893754959,5.89417839050293,5.189469337463379,0.06576830893754959
Sphere.159,6.15876579284668,6.221728324890137,0.06576830893754959,6.15876579284668,6.221728324890137,0.06576830893754959
Sphere.162,6.537651062011719,7.2172698974609375,0.06576830893754959,6.537651062011719,7.2172698974609375,0.06576830893754959
Sphere.165,6.989446640014648,8.182500839233398,0.06576830893754959,6.989446640014648,8.182500839233398,0.06576830893754959
Sphere.168,7.442041397094727,9.147442817687988,0.06576830893754959,7.442041397094727,9.147442817687988,0.06576830893754959
Sphere.171,7.923831462860107,10.097973823547363,0.06576830893754959,7.923831462860107,10.097973823547363,0.06576830893754959
Sphere.174,8.435810089111328,11.028382301330566,0.06576830893754959,8.435810089111328,11.028382301330566,0.06576830893754959
Sphere.177,8.135047912597656,12.009540557861328,0.06576830893754959,8.135047912597656,12.009540557861328,0.06576830893754959
Sphere.180,7.328580856323242,12.699836730957031,0.06576830893754959,7.328580856323242,12.699836730957031,0.06576830893754959
Sphere.183,6.436250686645508,13.282302856445312,0.06576830893754959,6.436250686645508,13.282302856445312,0.06576830893754959
Sphere.186,5.501493453979492,13.792702674865723,0.06576830893754959,5.501493453979492,13.792702674865723,0.06576830893754959
Sphere.189,4.482248306274414,14.092657089233398,0.06576830893754959,4.482248306274414,14.092657089233398,0.06576830893754959
Sphere.192,3.4194507598876953,14.078577041625977,0.06576830893754959,3.4194507598876953,14.078577041625977,0.06576830893754959
Sphere.195,2.360797882080078,13.955690383911133,0.06576830893754959,2.360797882080078,13.955690383911133,0.06576830893754959
Sphere.198,1.3020495176315308,13.833150863647461,0.06576830893754959,1.3020495176315308,13.833150863647461,0.06576830893754959
Sphere.201,0.24311816692352295,13.712384223937988,0.06576830893754959,0.24311816692352295,13.712384223937988,0.06576830893754959
